ksh,xm,sfzh,lxdh,yxdh,yxmc,kldm,zydh,zymc,pcdm
21376666079566,zhang79565,8888,8888,A231,SDKJDX,2,22,English,1
21376666079567,zhang79566,8888,8888,A231,SDKJDX,2,22,English,1
21376666079568,zhang79567,8888,8888,A231,SDKJDX,2,22,English,1
21376666079569,zhang79568,8888,8888,A231,SDKJDX,2,22,English,1
21376666079570,zhang79569,8888,8888,A231,SDKJDX,2,22,English,1
21376666079571,zhang79570,8888,8888,A231,SDKJDX,2,22,English,1
21376666079572,zhang79571,8888,8888,A231,SDKJDX,2,22,English,1
21376666079573,zhang79572,8888,8888,A231,SDKJDX,2,22,English,1
21376666079574,zhang79573,8888,8888,A231,SDKJDX,2,22,English,1
21376666079575,zhang79574,8888,8888,A231,SDKJDX,2,22,English,1
21376666079576,zhang79575,8888,8888,A231,SDKJDX,2,22,English,1
21376666079577,zhang79576,8888,8888,A231,SDKJDX,2,22,English,1
21376666079578,zhang79577,8888,8888,A231,SDKJDX,2,22,English,1
21376666079579,zhang79578,8888,8888,A231,SDKJDX,2,22,English,1
21376666079580,zhang79579,8888,8888,A231,SDKJDX,2,22,English,1
21376666079581,zhang79580,8888,8888,A231,SDKJDX,2,22,English,1
21376666079582,zhang79581,8888,8888,A231,SDKJDX,2,22,English,1
21376666079583,zhang79582,8888,8888,A231,SDKJDX,2,22,English,1
21376666079584,zhang79583,8888,8888,A231,SDKJDX,2,22,English,1
21376666079585,zhang79584,8888,8888,A231,SDKJDX,2,22,English,1
21376666079586,zhang79585,8888,8888,A231,SDKJDX,2,22,English,1
21376666079587,zhang79586,8888,8888,A231,SDKJDX,2,22,English,1
21376666079588,zhang79587,8888,8888,A231,SDKJDX,2,22,English,1
21376666079589,zhang79588,8888,8888,A231,SDKJDX,2,22,English,1
21376666079590,zhang79589,8888,8888,A231,SDKJDX,2,22,English,1
21376666079591,zhang79590,8888,8888,A231,SDKJDX,2,22,English,1
21376666079592,zhang79591,8888,8888,A231,SDKJDX,2,22,English,1
21376666079593,zhang79592,8888,8888,A231,SDKJDX,2,22,English,1
21376666079594,zhang79593,8888,8888,A231,SDKJDX,2,22,English,1
21376666079595,zhang79594,8888,8888,A231,SDKJDX,2,22,English,1
21376666079596,zhang79595,8888,8888,A231,SDKJDX,2,22,English,1
21376666079597,zhang79596,8888,8888,A231,SDKJDX,2,22,English,1
21376666079598,zhang79597,8888,8888,A231,SDKJDX,2,22,English,1
21376666079599,zhang79598,8888,8888,A231,SDKJDX,2,22,English,1
21376666079600,zhang79599,8888,8888,A231,SDKJDX,2,22,English,1
21376666079601,zhang79600,8888,8888,A231,SDKJDX,2,22,English,1
21376666079602,zhang79601,8888,8888,A231,SDKJDX,2,22,English,1
21376666079603,zhang79602,8888,8888,A231,SDKJDX,2,22,English,1
21376666079604,zhang79603,8888,8888,A231,SDKJDX,2,22,English,1
21376666079605,zhang79604,8888,8888,A231,SDKJDX,2,22,English,1
21376666079606,zhang79605,8888,8888,A231,SDKJDX,2,22,English,1
21376666079607,zhang79606,8888,8888,A231,SDKJDX,2,22,English,1
21376666079608,zhang79607,8888,8888,A231,SDKJDX,2,22,English,1
21376666079609,zhang79608,8888,8888,A231,SDKJDX,2,22,English,1
21376666079610,zhang79609,8888,8888,A231,SDKJDX,2,22,English,1
21376666079611,zhang79610,8888,8888,A231,SDKJDX,2,22,English,1
21376666079612,zhang79611,8888,8888,A231,SDKJDX,2,22,English,1
21376666079613,zhang79612,8888,8888,A231,SDKJDX,2,22,English,1
21376666079614,zhang79613,8888,8888,A231,SDKJDX,2,22,English,1
21376666079615,zhang79614,8888,8888,A231,SDKJDX,2,22,English,1
21376666079616,zhang79615,8888,8888,A231,SDKJDX,2,22,English,1
21376666079617,zhang79616,8888,8888,A231,SDKJDX,2,22,English,1
21376666079618,zhang79617,8888,8888,A231,SDKJDX,2,22,English,1
21376666079619,zhang79618,8888,8888,A231,SDKJDX,2,22,English,1
21376666079620,zhang79619,8888,8888,A231,SDKJDX,2,22,English,1
21376666079621,zhang79620,8888,8888,A231,SDKJDX,2,22,English,1
21376666079622,zhang79621,8888,8888,A231,SDKJDX,2,22,English,1
21376666079623,zhang79622,8888,8888,A231,SDKJDX,2,22,English,1
21376666079624,zhang79623,8888,8888,A231,SDKJDX,2,22,English,1
21376666079625,zhang79624,8888,8888,A231,SDKJDX,2,22,English,1
21376666079626,zhang79625,8888,8888,A231,SDKJDX,2,22,English,1
21376666079627,zhang79626,8888,8888,A231,SDKJDX,2,22,English,1
21376666079628,zhang79627,8888,8888,A231,SDKJDX,2,22,English,1
21376666079629,zhang79628,8888,8888,A231,SDKJDX,2,22,English,1
21376666079630,zhang79629,8888,8888,A231,SDKJDX,2,22,English,1
21376666079631,zhang79630,8888,8888,A231,SDKJDX,2,22,English,1
21376666079632,zhang79631,8888,8888,A231,SDKJDX,2,22,English,1
21376666079633,zhang79632,8888,8888,A231,SDKJDX,2,22,English,1
21376666079634,zhang79633,8888,8888,A231,SDKJDX,2,22,English,1
21376666079635,zhang79634,8888,8888,A231,SDKJDX,2,22,English,1
21376666079636,zhang79635,8888,8888,A231,SDKJDX,2,22,English,1
21376666079637,zhang79636,8888,8888,A231,SDKJDX,2,22,English,1
21376666079638,zhang79637,8888,8888,A231,SDKJDX,2,22,English,1
21376666079639,zhang79638,8888,8888,A231,SDKJDX,2,22,English,1
21376666079640,zhang79639,8888,8888,A231,SDKJDX,2,22,English,1
21376666079641,zhang79640,8888,8888,A231,SDKJDX,2,22,English,1
21376666079642,zhang79641,8888,8888,A231,SDKJDX,2,22,English,1
21376666079643,zhang79642,8888,8888,A231,SDKJDX,2,22,English,1
21376666079644,zhang79643,8888,8888,A231,SDKJDX,2,22,English,1
21376666079645,zhang79644,8888,8888,A231,SDKJDX,2,22,English,1
21376666079646,zhang79645,8888,8888,A231,SDKJDX,2,22,English,1
21376666079647,zhang79646,8888,8888,A231,SDKJDX,2,22,English,1
21376666079648,zhang79647,8888,8888,A231,SDKJDX,2,22,English,1
21376666079649,zhang79648,8888,8888,A231,SDKJDX,2,22,English,1
21376666079650,zhang79649,8888,8888,A231,SDKJDX,2,22,English,1
21376666079651,zhang79650,8888,8888,A231,SDKJDX,2,22,English,1
21376666079652,zhang79651,8888,8888,A231,SDKJDX,2,22,English,1
21376666079653,zhang79652,8888,8888,A231,SDKJDX,2,22,English,1
21376666079654,zhang79653,8888,8888,A231,SDKJDX,2,22,English,1
21376666079655,zhang79654,8888,8888,A231,SDKJDX,2,22,English,1
21376666079656,zhang79655,8888,8888,A231,SDKJDX,2,22,English,1
21376666079657,zhang79656,8888,8888,A231,SDKJDX,2,22,English,1
21376666079658,zhang79657,8888,8888,A231,SDKJDX,2,22,English,1
21376666079659,zhang79658,8888,8888,A231,SDKJDX,2,22,English,1
21376666079660,zhang79659,8888,8888,A231,SDKJDX,2,22,English,1
21376666079661,zhang79660,8888,8888,A231,SDKJDX,2,22,English,1
21376666079662,zhang79661,8888,8888,A231,SDKJDX,2,22,English,1
21376666079663,zhang79662,8888,8888,A231,SDKJDX,2,22,English,1
21376666079664,zhang79663,8888,8888,A231,SDKJDX,2,22,English,1
21376666079665,zhang79664,8888,8888,A231,SDKJDX,2,22,English,1
21376666079666,zhang79665,8888,8888,A231,SDKJDX,2,22,English,1
21376666079667,zhang79666,8888,8888,A231,SDKJDX,2,22,English,1
21376666079668,zhang79667,8888,8888,A231,SDKJDX,2,22,English,1
21376666079669,zhang79668,8888,8888,A231,SDKJDX,2,22,English,1
21376666079670,zhang79669,8888,8888,A231,SDKJDX,2,22,English,1
21376666079671,zhang79670,8888,8888,A231,SDKJDX,2,22,English,1
21376666079672,zhang79671,8888,8888,A231,SDKJDX,2,22,English,1
21376666079673,zhang79672,8888,8888,A231,SDKJDX,2,22,English,1
21376666079674,zhang79673,8888,8888,A231,SDKJDX,2,22,English,1
21376666079675,zhang79674,8888,8888,A231,SDKJDX,2,22,English,1
21376666079676,zhang79675,8888,8888,A231,SDKJDX,2,22,English,1
21376666079677,zhang79676,8888,8888,A231,SDKJDX,2,22,English,1
21376666079678,zhang79677,8888,8888,A231,SDKJDX,2,22,English,1
21376666079679,zhang79678,8888,8888,A231,SDKJDX,2,22,English,1
21376666079680,zhang79679,8888,8888,A231,SDKJDX,2,22,English,1
21376666079681,zhang79680,8888,8888,A231,SDKJDX,2,22,English,1
21376666079682,zhang79681,8888,8888,A231,SDKJDX,2,22,English,1
21376666079683,zhang79682,8888,8888,A231,SDKJDX,2,22,English,1
21376666079684,zhang79683,8888,8888,A231,SDKJDX,2,22,English,1
21376666079685,zhang79684,8888,8888,A231,SDKJDX,2,22,English,1
21376666079686,zhang79685,8888,8888,A231,SDKJDX,2,22,English,1
21376666079687,zhang79686,8888,8888,A231,SDKJDX,2,22,English,1
21376666079688,zhang79687,8888,8888,A231,SDKJDX,2,22,English,1
21376666079689,zhang79688,8888,8888,A231,SDKJDX,2,22,English,1
21376666079690,zhang79689,8888,8888,A231,SDKJDX,2,22,English,1
21376666079691,zhang79690,8888,8888,A231,SDKJDX,2,22,English,1
21376666079692,zhang79691,8888,8888,A231,SDKJDX,2,22,English,1
21376666079693,zhang79692,8888,8888,A231,SDKJDX,2,22,English,1
21376666079694,zhang79693,8888,8888,A231,SDKJDX,2,22,English,1
21376666079695,zhang79694,8888,8888,A231,SDKJDX,2,22,English,1
21376666079696,zhang79695,8888,8888,A231,SDKJDX,2,22,English,1
21376666079697,zhang79696,8888,8888,A231,SDKJDX,2,22,English,1
21376666079698,zhang79697,8888,8888,A231,SDKJDX,2,22,English,1
21376666079699,zhang79698,8888,8888,A231,SDKJDX,2,22,English,1
21376666079700,zhang79699,8888,8888,A231,SDKJDX,2,22,English,1
21376666079701,zhang79700,8888,8888,A231,SDKJDX,2,22,English,1
21376666079702,zhang79701,8888,8888,A231,SDKJDX,2,22,English,1
21376666079703,zhang79702,8888,8888,A231,SDKJDX,2,22,English,1
21376666079704,zhang79703,8888,8888,A231,SDKJDX,2,22,English,1
21376666079705,zhang79704,8888,8888,A231,SDKJDX,2,22,English,1
21376666079706,zhang79705,8888,8888,A231,SDKJDX,2,22,English,1
21376666079707,zhang79706,8888,8888,A231,SDKJDX,2,22,English,1
21376666079708,zhang79707,8888,8888,A231,SDKJDX,2,22,English,1
21376666079709,zhang79708,8888,8888,A231,SDKJDX,2,22,English,1
21376666079710,zhang79709,8888,8888,A231,SDKJDX,2,22,English,1
21376666079711,zhang79710,8888,8888,A231,SDKJDX,2,22,English,1
21376666079712,zhang79711,8888,8888,A231,SDKJDX,2,22,English,1
21376666079713,zhang79712,8888,8888,A231,SDKJDX,2,22,English,1
21376666079714,zhang79713,8888,8888,A231,SDKJDX,2,22,English,1
21376666079715,zhang79714,8888,8888,A231,SDKJDX,2,22,English,1
21376666079716,zhang79715,8888,8888,A231,SDKJDX,2,22,English,1
21376666079717,zhang79716,8888,8888,A231,SDKJDX,2,22,English,1
21376666079718,zhang79717,8888,8888,A231,SDKJDX,2,22,English,1
21376666079719,zhang79718,8888,8888,A231,SDKJDX,2,22,English,1
21376666079720,zhang79719,8888,8888,A231,SDKJDX,2,22,English,1
21376666079721,zhang79720,8888,8888,A231,SDKJDX,2,22,English,1
21376666079722,zhang79721,8888,8888,A231,SDKJDX,2,22,English,1
21376666079723,zhang79722,8888,8888,A231,SDKJDX,2,22,English,1
21376666079724,zhang79723,8888,8888,A231,SDKJDX,2,22,English,1
21376666079725,zhang79724,8888,8888,A231,SDKJDX,2,22,English,1
21376666079726,zhang79725,8888,8888,A231,SDKJDX,2,22,English,1
21376666079727,zhang79726,8888,8888,A231,SDKJDX,2,22,English,1
21376666079728,zhang79727,8888,8888,A231,SDKJDX,2,22,English,1
21376666079729,zhang79728,8888,8888,A231,SDKJDX,2,22,English,1
21376666079730,zhang79729,8888,8888,A231,SDKJDX,2,22,English,1
21376666079731,zhang79730,8888,8888,A231,SDKJDX,2,22,English,1
21376666079732,zhang79731,8888,8888,A231,SDKJDX,2,22,English,1
21376666079733,zhang79732,8888,8888,A231,SDKJDX,2,22,English,1
21376666079734,zhang79733,8888,8888,A231,SDKJDX,2,22,English,1
21376666079735,zhang79734,8888,8888,A231,SDKJDX,2,22,English,1
21376666079736,zhang79735,8888,8888,A231,SDKJDX,2,22,English,1
21376666079737,zhang79736,8888,8888,A231,SDKJDX,2,22,English,1
21376666079738,zhang79737,8888,8888,A231,SDKJDX,2,22,English,1
21376666079739,zhang79738,8888,8888,A231,SDKJDX,2,22,English,1
21376666079740,zhang79739,8888,8888,A231,SDKJDX,2,22,English,1
21376666079741,zhang79740,8888,8888,A231,SDKJDX,2,22,English,1
21376666079742,zhang79741,8888,8888,A231,SDKJDX,2,22,English,1
21376666079743,zhang79742,8888,8888,A231,SDKJDX,2,22,English,1
21376666079744,zhang79743,8888,8888,A231,SDKJDX,2,22,English,1
21376666079745,zhang79744,8888,8888,A231,SDKJDX,2,22,English,1
21376666079746,zhang79745,8888,8888,A231,SDKJDX,2,22,English,1
21376666079747,zhang79746,8888,8888,A231,SDKJDX,2,22,English,1
21376666079748,zhang79747,8888,8888,A231,SDKJDX,2,22,English,1
21376666079749,zhang79748,8888,8888,A231,SDKJDX,2,22,English,1
21376666079750,zhang79749,8888,8888,A231,SDKJDX,2,22,English,1
21376666079751,zhang79750,8888,8888,A231,SDKJDX,2,22,English,1
21376666079752,zhang79751,8888,8888,A231,SDKJDX,2,22,English,1
21376666079753,zhang79752,8888,8888,A231,SDKJDX,2,22,English,1
21376666079754,zhang79753,8888,8888,A231,SDKJDX,2,22,English,1
21376666079755,zhang79754,8888,8888,A231,SDKJDX,2,22,English,1
21376666079756,zhang79755,8888,8888,A231,SDKJDX,2,22,English,1
21376666079757,zhang79756,8888,8888,A231,SDKJDX,2,22,English,1
21376666079758,zhang79757,8888,8888,A231,SDKJDX,2,22,English,1
21376666079759,zhang79758,8888,8888,A231,SDKJDX,2,22,English,1
21376666079760,zhang79759,8888,8888,A231,SDKJDX,2,22,English,1
21376666079761,zhang79760,8888,8888,A231,SDKJDX,2,22,English,1
21376666079762,zhang79761,8888,8888,A231,SDKJDX,2,22,English,1
21376666079763,zhang79762,8888,8888,A231,SDKJDX,2,22,English,1
21376666079764,zhang79763,8888,8888,A231,SDKJDX,2,22,English,1
21376666079765,zhang79764,8888,8888,A231,SDKJDX,2,22,English,1
21376666079766,zhang79765,8888,8888,A231,SDKJDX,2,22,English,1
21376666079767,zhang79766,8888,8888,A231,SDKJDX,2,22,English,1
21376666079768,zhang79767,8888,8888,A231,SDKJDX,2,22,English,1
21376666079769,zhang79768,8888,8888,A231,SDKJDX,2,22,English,1
21376666079770,zhang79769,8888,8888,A231,SDKJDX,2,22,English,1
21376666079771,zhang79770,8888,8888,A231,SDKJDX,2,22,English,1
21376666079772,zhang79771,8888,8888,A231,SDKJDX,2,22,English,1
21376666079773,zhang79772,8888,8888,A231,SDKJDX,2,22,English,1
21376666079774,zhang79773,8888,8888,A231,SDKJDX,2,22,English,1
21376666079775,zhang79774,8888,8888,A231,SDKJDX,2,22,English,1
21376666079776,zhang79775,8888,8888,A231,SDKJDX,2,22,English,1
21376666079777,zhang79776,8888,8888,A231,SDKJDX,2,22,English,1
21376666079778,zhang79777,8888,8888,A231,SDKJDX,2,22,English,1
21376666079779,zhang79778,8888,8888,A231,SDKJDX,2,22,English,1
21376666079780,zhang79779,8888,8888,A231,SDKJDX,2,22,English,1
21376666079781,zhang79780,8888,8888,A231,SDKJDX,2,22,English,1
21376666079782,zhang79781,8888,8888,A231,SDKJDX,2,22,English,1
21376666079783,zhang79782,8888,8888,A231,SDKJDX,2,22,English,1
21376666079784,zhang79783,8888,8888,A231,SDKJDX,2,22,English,1
21376666079785,zhang79784,8888,8888,A231,SDKJDX,2,22,English,1
21376666079786,zhang79785,8888,8888,A231,SDKJDX,2,22,English,1
21376666079787,zhang79786,8888,8888,A231,SDKJDX,2,22,English,1
21376666079788,zhang79787,8888,8888,A231,SDKJDX,2,22,English,1
21376666079789,zhang79788,8888,8888,A231,SDKJDX,2,22,English,1
21376666079790,zhang79789,8888,8888,A231,SDKJDX,2,22,English,1
21376666079791,zhang79790,8888,8888,A231,SDKJDX,2,22,English,1
21376666079792,zhang79791,8888,8888,A231,SDKJDX,2,22,English,1
21376666079793,zhang79792,8888,8888,A231,SDKJDX,2,22,English,1
21376666079794,zhang79793,8888,8888,A231,SDKJDX,2,22,English,1
21376666079795,zhang79794,8888,8888,A231,SDKJDX,2,22,English,1
21376666079796,zhang79795,8888,8888,A231,SDKJDX,2,22,English,1
21376666079797,zhang79796,8888,8888,A231,SDKJDX,2,22,English,1
21376666079798,zhang79797,8888,8888,A231,SDKJDX,2,22,English,1
21376666079799,zhang79798,8888,8888,A231,SDKJDX,2,22,English,1
21376666079800,zhang79799,8888,8888,A231,SDKJDX,2,22,English,1
21376666079801,zhang79800,8888,8888,A231,SDKJDX,2,22,English,1
21376666079802,zhang79801,8888,8888,A231,SDKJDX,2,22,English,1
21376666079803,zhang79802,8888,8888,A231,SDKJDX,2,22,English,1
21376666079804,zhang79803,8888,8888,A231,SDKJDX,2,22,English,1
21376666079805,zhang79804,8888,8888,A231,SDKJDX,2,22,English,1
21376666079806,zhang79805,8888,8888,A231,SDKJDX,2,22,English,1
21376666079807,zhang79806,8888,8888,A231,SDKJDX,2,22,English,1
21376666079808,zhang79807,8888,8888,A231,SDKJDX,2,22,English,1
21376666079809,zhang79808,8888,8888,A231,SDKJDX,2,22,English,1
21376666079810,zhang79809,8888,8888,A231,SDKJDX,2,22,English,1
21376666079811,zhang79810,8888,8888,A231,SDKJDX,2,22,English,1
21376666079812,zhang79811,8888,8888,A231,SDKJDX,2,22,English,1
21376666079813,zhang79812,8888,8888,A231,SDKJDX,2,22,English,1
21376666079814,zhang79813,8888,8888,A231,SDKJDX,2,22,English,1
21376666079815,zhang79814,8888,8888,A231,SDKJDX,2,22,English,1
21376666079816,zhang79815,8888,8888,A231,SDKJDX,2,22,English,1
21376666079817,zhang79816,8888,8888,A231,SDKJDX,2,22,English,1
21376666079818,zhang79817,8888,8888,A231,SDKJDX,2,22,English,1
21376666079819,zhang79818,8888,8888,A231,SDKJDX,2,22,English,1
21376666079820,zhang79819,8888,8888,A231,SDKJDX,2,22,English,1
21376666079821,zhang79820,8888,8888,A231,SDKJDX,2,22,English,1
21376666079822,zhang79821,8888,8888,A231,SDKJDX,2,22,English,1
21376666079823,zhang79822,8888,8888,A231,SDKJDX,2,22,English,1
21376666079824,zhang79823,8888,8888,A231,SDKJDX,2,22,English,1
21376666079825,zhang79824,8888,8888,A231,SDKJDX,2,22,English,1
21376666079826,zhang79825,8888,8888,A231,SDKJDX,2,22,English,1
21376666079827,zhang79826,8888,8888,A231,SDKJDX,2,22,English,1
21376666079828,zhang79827,8888,8888,A231,SDKJDX,2,22,English,1
21376666079829,zhang79828,8888,8888,A231,SDKJDX,2,22,English,1
21376666079830,zhang79829,8888,8888,A231,SDKJDX,2,22,English,1
21376666079831,zhang79830,8888,8888,A231,SDKJDX,2,22,English,1
21376666079832,zhang79831,8888,8888,A231,SDKJDX,2,22,English,1
21376666079833,zhang79832,8888,8888,A231,SDKJDX,2,22,English,1
21376666079834,zhang79833,8888,8888,A231,SDKJDX,2,22,English,1
21376666079835,zhang79834,8888,8888,A231,SDKJDX,2,22,English,1
21376666079836,zhang79835,8888,8888,A231,SDKJDX,2,22,English,1
21376666079837,zhang79836,8888,8888,A231,SDKJDX,2,22,English,1
21376666079838,zhang79837,8888,8888,A231,SDKJDX,2,22,English,1
21376666079839,zhang79838,8888,8888,A231,SDKJDX,2,22,English,1
21376666079840,zhang79839,8888,8888,A231,SDKJDX,2,22,English,1
21376666079841,zhang79840,8888,8888,A231,SDKJDX,2,22,English,1
21376666079842,zhang79841,8888,8888,A231,SDKJDX,2,22,English,1
21376666079843,zhang79842,8888,8888,A231,SDKJDX,2,22,English,1
21376666079844,zhang79843,8888,8888,A231,SDKJDX,2,22,English,1
21376666079845,zhang79844,8888,8888,A231,SDKJDX,2,22,English,1
21376666079846,zhang79845,8888,8888,A231,SDKJDX,2,22,English,1
21376666079847,zhang79846,8888,8888,A231,SDKJDX,2,22,English,1
21376666079848,zhang79847,8888,8888,A231,SDKJDX,2,22,English,1
21376666079849,zhang79848,8888,8888,A231,SDKJDX,2,22,English,1
21376666079850,zhang79849,8888,8888,A231,SDKJDX,2,22,English,1
21376666079851,zhang79850,8888,8888,A231,SDKJDX,2,22,English,1
21376666079852,zhang79851,8888,8888,A231,SDKJDX,2,22,English,1
21376666079853,zhang79852,8888,8888,A231,SDKJDX,2,22,English,1
21376666079854,zhang79853,8888,8888,A231,SDKJDX,2,22,English,1
21376666079855,zhang79854,8888,8888,A231,SDKJDX,2,22,English,1
21376666079856,zhang79855,8888,8888,A231,SDKJDX,2,22,English,1
21376666079857,zhang79856,8888,8888,A231,SDKJDX,2,22,English,1
21376666079858,zhang79857,8888,8888,A231,SDKJDX,2,22,English,1
21376666079859,zhang79858,8888,8888,A231,SDKJDX,2,22,English,1
21376666079860,zhang79859,8888,8888,A231,SDKJDX,2,22,English,1
21376666079861,zhang79860,8888,8888,A231,SDKJDX,2,22,English,1
21376666079862,zhang79861,8888,8888,A231,SDKJDX,2,22,English,1
21376666079863,zhang79862,8888,8888,A231,SDKJDX,2,22,English,1
21376666079864,zhang79863,8888,8888,A231,SDKJDX,2,22,English,1
21376666079865,zhang79864,8888,8888,A231,SDKJDX,2,22,English,1
21376666079866,zhang79865,8888,8888,A231,SDKJDX,2,22,English,1
21376666079867,zhang79866,8888,8888,A231,SDKJDX,2,22,English,1
21376666079868,zhang79867,8888,8888,A231,SDKJDX,2,22,English,1
21376666079869,zhang79868,8888,8888,A231,SDKJDX,2,22,English,1
21376666079870,zhang79869,8888,8888,A231,SDKJDX,2,22,English,1
21376666079871,zhang79870,8888,8888,A231,SDKJDX,2,22,English,1
21376666079872,zhang79871,8888,8888,A231,SDKJDX,2,22,English,1
21376666079873,zhang79872,8888,8888,A231,SDKJDX,2,22,English,1
21376666079874,zhang79873,8888,8888,A231,SDKJDX,2,22,English,1
21376666079875,zhang79874,8888,8888,A231,SDKJDX,2,22,English,1
21376666079876,zhang79875,8888,8888,A231,SDKJDX,2,22,English,1
21376666079877,zhang79876,8888,8888,A231,SDKJDX,2,22,English,1
21376666079878,zhang79877,8888,8888,A231,SDKJDX,2,22,English,1
21376666079879,zhang79878,8888,8888,A231,SDKJDX,2,22,English,1
21376666079880,zhang79879,8888,8888,A231,SDKJDX,2,22,English,1
21376666079881,zhang79880,8888,8888,A231,SDKJDX,2,22,English,1
21376666079882,zhang79881,8888,8888,A231,SDKJDX,2,22,English,1
21376666079883,zhang79882,8888,8888,A231,SDKJDX,2,22,English,1
21376666079884,zhang79883,8888,8888,A231,SDKJDX,2,22,English,1
21376666079885,zhang79884,8888,8888,A231,SDKJDX,2,22,English,1
21376666079886,zhang79885,8888,8888,A231,SDKJDX,2,22,English,1
21376666079887,zhang79886,8888,8888,A231,SDKJDX,2,22,English,1
21376666079888,zhang79887,8888,8888,A231,SDKJDX,2,22,English,1
21376666079889,zhang79888,8888,8888,A231,SDKJDX,2,22,English,1
21376666079890,zhang79889,8888,8888,A231,SDKJDX,2,22,English,1
21376666079891,zhang79890,8888,8888,A231,SDKJDX,2,22,English,1
21376666079892,zhang79891,8888,8888,A231,SDKJDX,2,22,English,1
21376666079893,zhang79892,8888,8888,A231,SDKJDX,2,22,English,1
21376666079894,zhang79893,8888,8888,A231,SDKJDX,2,22,English,1
21376666079895,zhang79894,8888,8888,A231,SDKJDX,2,22,English,1
21376666079896,zhang79895,8888,8888,A231,SDKJDX,2,22,English,1
21376666079897,zhang79896,8888,8888,A231,SDKJDX,2,22,English,1
21376666079898,zhang79897,8888,8888,A231,SDKJDX,2,22,English,1
21376666079899,zhang79898,8888,8888,A231,SDKJDX,2,22,English,1
21376666079900,zhang79899,8888,8888,A231,SDKJDX,2,22,English,1
21376666079901,zhang79900,8888,8888,A231,SDKJDX,2,22,English,1
21376666079902,zhang79901,8888,8888,A231,SDKJDX,2,22,English,1
21376666079903,zhang79902,8888,8888,A231,SDKJDX,2,22,English,1
21376666079904,zhang79903,8888,8888,A231,SDKJDX,2,22,English,1
21376666079905,zhang79904,8888,8888,A231,SDKJDX,2,22,English,1
21376666079906,zhang79905,8888,8888,A231,SDKJDX,2,22,English,1
21376666079907,zhang79906,8888,8888,A231,SDKJDX,2,22,English,1
21376666079908,zhang79907,8888,8888,A231,SDKJDX,2,22,English,1
21376666079909,zhang79908,8888,8888,A231,SDKJDX,2,22,English,1
21376666079910,zhang79909,8888,8888,A231,SDKJDX,2,22,English,1
21376666079911,zhang79910,8888,8888,A231,SDKJDX,2,22,English,1
21376666079912,zhang79911,8888,8888,A231,SDKJDX,2,22,English,1
21376666079913,zhang79912,8888,8888,A231,SDKJDX,2,22,English,1
21376666079914,zhang79913,8888,8888,A231,SDKJDX,2,22,English,1
21376666079915,zhang79914,8888,8888,A231,SDKJDX,2,22,English,1
21376666079916,zhang79915,8888,8888,A231,SDKJDX,2,22,English,1
21376666079917,zhang79916,8888,8888,A231,SDKJDX,2,22,English,1
21376666079918,zhang79917,8888,8888,A231,SDKJDX,2,22,English,1
21376666079919,zhang79918,8888,8888,A231,SDKJDX,2,22,English,1
21376666079920,zhang79919,8888,8888,A231,SDKJDX,2,22,English,1
21376666079921,zhang79920,8888,8888,A231,SDKJDX,2,22,English,1
21376666079922,zhang79921,8888,8888,A231,SDKJDX,2,22,English,1
21376666079923,zhang79922,8888,8888,A231,SDKJDX,2,22,English,1
21376666079924,zhang79923,8888,8888,A231,SDKJDX,2,22,English,1
21376666079925,zhang79924,8888,8888,A231,SDKJDX,2,22,English,1
21376666079926,zhang79925,8888,8888,A231,SDKJDX,2,22,English,1
21376666079927,zhang79926,8888,8888,A231,SDKJDX,2,22,English,1
21376666079928,zhang79927,8888,8888,A231,SDKJDX,2,22,English,1
21376666079929,zhang79928,8888,8888,A231,SDKJDX,2,22,English,1
21376666079930,zhang79929,8888,8888,A231,SDKJDX,2,22,English,1
21376666079931,zhang79930,8888,8888,A231,SDKJDX,2,22,English,1
21376666079932,zhang79931,8888,8888,A231,SDKJDX,2,22,English,1
21376666079933,zhang79932,8888,8888,A231,SDKJDX,2,22,English,1
21376666079934,zhang79933,8888,8888,A231,SDKJDX,2,22,English,1
21376666079935,zhang79934,8888,8888,A231,SDKJDX,2,22,English,1
21376666079936,zhang79935,8888,8888,A231,SDKJDX,2,22,English,1
21376666079937,zhang79936,8888,8888,A231,SDKJDX,2,22,English,1
21376666079938,zhang79937,8888,8888,A231,SDKJDX,2,22,English,1
21376666079939,zhang79938,8888,8888,A231,SDKJDX,2,22,English,1
21376666079940,zhang79939,8888,8888,A231,SDKJDX,2,22,English,1
21376666079941,zhang79940,8888,8888,A231,SDKJDX,2,22,English,1
21376666079942,zhang79941,8888,8888,A231,SDKJDX,2,22,English,1
21376666079943,zhang79942,8888,8888,A231,SDKJDX,2,22,English,1
21376666079944,zhang79943,8888,8888,A231,SDKJDX,2,22,English,1
21376666079945,zhang79944,8888,8888,A231,SDKJDX,2,22,English,1
21376666079946,zhang79945,8888,8888,A231,SDKJDX,2,22,English,1
21376666079947,zhang79946,8888,8888,A231,SDKJDX,2,22,English,1
21376666079948,zhang79947,8888,8888,A231,SDKJDX,2,22,English,1
21376666079949,zhang79948,8888,8888,A231,SDKJDX,2,22,English,1
21376666079950,zhang79949,8888,8888,A231,SDKJDX,2,22,English,1
21376666079951,zhang79950,8888,8888,A231,SDKJDX,2,22,English,1
21376666079952,zhang79951,8888,8888,A231,SDKJDX,2,22,English,1
